,location,size,total_sqft,bath,balcony,price
509,Arekere,4,2710.0,6.0,2.0,142.0
510,Arekere,2,1240.0,2.0,2.0,60.0
511,Arekere,2,900.0,2.0,1.0,44.5
512,Attibele,1,450.0,1.0,1.0,11.0
513,Attibele,4,1600.0,4.0,0.0,52.8
514,Attibele,1,400.0,1.0,1.0,11.0
515,Attibele,1,400.0,1.0,1.0,12.0
516,Attibele,1,400.0,1.0,1.0,14.0
517,Attibele,1,500.0,1.0,1.0,17.0
518,Attibele,4,2168.0,4.0,2.0,95.0
519,Attibele,1,395.0,1.0,1.0,10.25
520,Attibele,1,420.0,1.0,1.0,17.0
522,Attibele,1,418.0,1.0,1.0,12.0
523,Attibele,2,1200.0,2.0,2.0,42.0
524,Attibele,1,400.0,1.0,1.0,10.0
525,Attibele,2,850.0,1.0,1.0,25.0
526,Attibele,3,2400.0,3.0,3.0,120.0
527,Attibele,1,450.0,1.0,1.0,12.5
531,Attibele,1,782.0,1.0,0.0,19.55
533,Attibele,1,400.0,1.0,1.0,11.5
534,Attibele,1,460.0,1.0,1.0,13.0
535,Attibele,1,418.0,2.0,1.0,11.5
536,Attibele,2,1000.0,2.0,1.0,42.0
537,Attibele,1,550.0,1.0,1.0,11.5
539,Attibele,1,410.0,1.0,1.0,10.0
540,Attibele,3,1700.0,3.0,1.0,65.0
541,Attibele,1,400.0,1.0,1.0,10.25
542,Attibele,1,520.0,1.0,1.0,15.0
543,BEML Layout,2,1060.0,2.0,1.0,55.0
545,BEML Layout,2,999.0,2.0,3.0,45.0
546,BEML Layout,5,2400.0,4.0,1.0,225.0
548,BEML Layout,2,1194.0,2.0,1.0,65.0
549,BEML Layout,2,1200.0,2.0,2.0,67.0
550,BEML Layout,2,2400.0,2.0,1.0,228.0
553,BEML Layout,2,1194.0,2.0,1.0,65.0
554,BTM 1st Stage,1,375.0,1.0,0.0,40.0
555,BTM 1st Stage,3,1717.0,3.0,2.0,200.0
556,BTM 2nd Stage,3,1260.0,5.0,1.0,185.0
557,BTM 2nd Stage,2,950.0,2.0,1.0,52.0
558,BTM 2nd Stage,3,1850.0,3.0,2.0,170.0
559,BTM 2nd Stage,2,1200.0,2.0,2.0,80.0
560,BTM 2nd Stage,2,1274.0,2.0,2.0,70.0
562,BTM 2nd Stage,2,1070.0,2.0,1.0,48.0
563,BTM 2nd Stage,2,1280.0,2.0,2.0,80.0
564,BTM 2nd Stage,2,1100.0,2.0,2.0,70.0
565,BTM 2nd Stage,2,1000.0,2.0,2.0,58.0
566,BTM 2nd Stage,5,2990.0,5.0,3.0,416.0
567,BTM 2nd Stage,2,1265.0,2.0,2.0,55.0
568,BTM 2nd Stage,3,2200.0,3.0,3.0,220.0
569,BTM 2nd Stage,3,2780.0,4.0,1.0,325.0
570,BTM 2nd Stage,3,2400.0,2.0,0.0,360.0
571,BTM 2nd Stage,2,965.0,2.0,2.0,56.0
572,BTM 2nd Stage,2,1147.0,2.0,1.0,75.0
573,BTM 2nd Stage,3,1750.0,3.0,3.0,172.0
574,BTM 2nd Stage,2,1400.0,2.0,3.0,90.0
575,BTM 2nd Stage,2,1200.0,2.0,2.0,70.0
576,BTM 2nd Stage,2,1100.0,2.0,2.0,47.0
577,BTM 2nd Stage,2,930.0,2.0,2.0,46.0
579,BTM 2nd Stage,3,2500.0,3.0,2.0,345.0
580,BTM Layout,2,1150.0,2.0,2.0,63.0
581,BTM Layout,6,3300.0,6.0,3.0,165.0
582,BTM Layout,3,1450.0,2.0,2.0,81.0
583,BTM Layout,3,1776.0,2.0,3.0,75.0
584,BTM Layout,3,1458.0,3.0,2.0,79.0
585,BTM Layout,2,935.0,2.0,1.0,51.5
586,BTM Layout,2,1020.0,2.0,1.0,46.5
587,BTM Layout,3,1600.0,3.0,2.0,112.0
588,BTM Layout,3,1300.0,2.0,1.0,75.0
589,BTM Layout,3,1540.0,2.0,2.0,78.0
590,BTM Layout,1,450.0,1.0,1.0,20.0
591,BTM Layout,2,1196.0,2.0,2.0,56.81
592,BTM Layout,3,1470.0,2.0,2.0,99.0
595,Babusapalaya,3,1611.0,2.0,2.0,66.0
597,Babusapalaya,3,1675.0,3.0,3.0,75.0
598,Babusapalaya,2,1141.0,2.0,1.0,46.0
599,Babusapalaya,2,1500.0,2.0,2.0,57.0
601,Babusapalaya,2,1050.0,2.0,3.0,45.0
602,Babusapalaya,2,1141.0,2.0,1.0,45.9
604,Babusapalaya,3,1230.0,3.0,3.0,53.0
605,Babusapalaya,2,1105.0,2.0,1.0,40.0
606,Babusapalaya,3,1410.0,2.0,3.0,65.0
607,Babusapalaya,2,1450.0,2.0,1.0,55.99
608,Babusapalaya,2,1100.0,2.0,2.0,38.0
610,Babusapalaya,2,1061.0,2.0,1.0,33.84
611,Babusapalaya,2,1061.0,2.0,1.0,38.95
612,Babusapalaya,2,1061.0,2.0,1.0,34.0
613,Babusapalaya,2,1245.0,2.0,2.0,58.0
614,Badavala Nagar,3,1494.0,2.0,2.0,94.55
615,Badavala Nagar,2,1274.0,2.0,1.0,81.0
616,Badavala Nagar,3,1842.0,3.0,2.0,115.0
617,Badavala Nagar,3,1494.0,2.0,2.0,94.55
618,Badavala Nagar,2,1274.0,2.0,1.0,81.0
619,Badavala Nagar,3,1494.0,2.0,2.0,94.55
620,Badavala Nagar,3,1842.0,3.0,2.0,115.0
621,Badavala Nagar,3,1842.0,3.0,2.0,115.0
622,Badavala Nagar,3,1842.0,3.0,2.0,115.0
623,Balagere,2,1210.0,2.0,1.0,80.9
624,Balagere,2,1210.0,2.0,1.0,72.0
625,Balagere,2,1205.0,2.0,1.0,78.5
626,Balagere,1,790.5,1.0,0.0,41.9
629,Balagere,2,1020.07,2.0,1.0,68.38
630,Balagere,2,1205.47,2.0,1.0,81.0
631,Balagere,2,1007.0,2.0,1.0,65.0
633,Balagere,2,1210.0,2.0,1.0,74.0
634,Balagere,2,1210.0,2.0,1.0,83.0
635,Balagere,1,675.0,1.0,1.0,45.0
636,Balagere,1,656.0,1.0,1.0,43.0
638,Balagere,2,1012.0,2.0,1.0,64.0
639,Balagere,2,1007.0,2.0,1.0,62.0
640,Balagere,2,1007.0,2.0,1.0,67.0
641,Balagere,2,1007.0,2.0,1.0,66.0
644,Balagere,1,645.0,1.0,1.0,34.18
647,Balagere,1,790.5,1.0,0.0,42.295
648,Balagere,2,1012.0,2.0,1.0,65.0
649,Balagere,1,656.0,1.0,1.0,38.77
650,Balagere,1,645.0,1.0,1.0,39.0
651,Balagere,1,645.0,1.0,1.0,41.0
652,Balagere,2,1210.0,2.0,1.0,82.0
653,Balagere,1,656.0,1.0,1.0,34.77
654,Balagere,2,1205.0,2.0,1.0,73.87
655,Balagere,2,1012.0,2.0,1.0,70.0
656,Balagere,2,1007.0,2.0,1.0,68.0
658,Balagere,2,1205.0,2.0,1.0,79.0
659,Balagere,2,1012.0,2.0,1.0,68.0
661,Banashankari,2,1077.0,2.0,2.0,37.64
662,Banashankari,3,1470.0,2.0,1.0,88.64
663,Banashankari,3,1300.0,2.0,2.0,75.0
664,Banashankari,3,1800.0,3.0,2.0,115.0
665,Banashankari,2,1125.0,2.0,1.0,63.0
667,Banashankari,2,1310.0,2.0,2.0,80.0
668,Banashankari,3,2600.0,4.0,1.0,135.0
669,Banashankari,3,1900.0,2.0,1.0,170.0
670,Banashankari,2,1260.0,2.0,3.0,75.0
671,Banashankari,2,1170.0,2.0,2.0,46.79
673,Banashankari,3,1350.0,2.0,0.0,83.0
675,Banashankari,2,1330.0,2.0,1.0,78.0
676,Banashankari,3,1400.0,2.0,1.0,78.0
677,Banashankari,3,1700.0,3.0,2.0,125.0
678,Banashankari,2,1020.0,2.0,2.0,40.79
679,Banashankari,2,1600.0,2.0,1.0,63.98
680,Banashankari,2,1041.0,2.0,1.0,36.44
681,Banashankari,1,2400.0,1.0,1.0,200.0
682,Banashankari,2,1390.0,2.0,2.0,86.0
683,Banashankari,2,1460.0,2.0,3.0,70.0
684,Banashankari,2,1200.0,2.0,1.0,60.0
685,Banashankari,2,1290.0,2.0,2.0,80.0
686,Banashankari,3,2582.0,5.0,2.0,250.0
687,Banashankari,2,1186.0,2.0,3.0,65.0
688,Banashankari,3,1650.0,3.0,2.0,101.0
690,Banashankari,2,1181.0,2.0,1.0,75.0
691,Banashankari,2,1105.0,2.0,2.0,90.0
692,Banashankari,1,720.0,1.0,1.0,60.0
693,Banashankari,2,1040.0,2.0,3.0,45.0
694,Banashankari,2,1330.0,2.0,2.0,77.0
695,Banashankari,2,1200.0,2.0,3.0,49.0
696,Banashankari,2,1185.0,2.0,2.0,67.0
697,Banashankari,2,1000.0,2.0,1.0,50.0
698,Banashankari,3,1650.0,3.0,2.0,90.75
699,Banashankari,3,1650.0,3.0,2.0,101.0
700,Banashankari,2,1310.0,2.0,2.0,80.43
701,Banashankari,2,1430.0,2.0,2.0,87.8
702,Banashankari,2,1020.0,2.0,1.0,42.83
704,Banashankari,3,1540.0,3.0,3.0,80.0
705,Banashankari,2,1195.0,2.0,1.0,35.84
706,Banashankari,3,1683.0,3.0,2.0,115.0
707,Banashankari,3,1800.0,3.0,2.0,125.0
708,Banashankari,2,1175.0,2.0,1.0,41.13
709,Banashankari,3,1750.0,2.0,2.0,89.0
710,Banashankari,3,1800.0,3.0,2.0,175.0
711,Banashankari,2,1450.0,2.0,2.0,50.75
712,Banashankari,3,1770.0,3.0,3.0,108.0
713,Banashankari,3,1800.0,3.0,2.0,125.0
716,Banashankari,3,1200.0,3.0,2.0,74.52
717,Banashankari,2,1100.0,2.0,1.0,63.0
718,Banashankari,2,1020.0,2.0,2.0,40.79
719,Banashankari,2,1260.0,2.0,3.0,75.0
721,Banashankari,3,1426.0,3.0,2.0,85.0
722,Banashankari Stage II,2,1700.0,2.0,2.0,150.0
723,Banashankari Stage II,3,1500.0,2.0,1.0,120.0
724,Banashankari Stage II,5,2400.0,3.0,2.0,510.0
725,Banashankari Stage II,3,1240.0,2.0,2.0,59.52
726,Banashankari Stage II,2,1250.0,2.0,2.0,110.0
727,Banashankari Stage II,3,1260.0,2.0,1.0,95.0
728,Banashankari Stage II,3,2400.0,2.0,2.0,300.0
729,Banashankari Stage II,2,1400.0,2.0,1.0,100.0
730,Banashankari Stage II,5,2800.0,3.0,2.0,425.0
731,Banashankari Stage II,3,3000.0,3.0,2.0,450.0
732,Banashankari Stage II,3,1200.0,2.0,1.0,198.0
733,Banashankari Stage II,2,1245.0,2.0,1.0,125.0
734,Banashankari Stage III,3,1305.0,2.0,1.0,58.7
735,Banashankari Stage III,2,1145.0,2.0,3.0,58.4
736,Banashankari Stage III,3,1650.0,3.0,2.0,118.0
737,Banashankari Stage III,3,1350.0,2.0,2.0,68.0
739,Banashankari Stage III,3,1305.0,2.0,1.0,59.0
740,Banashankari Stage III,3,1305.0,2.0,1.0,60.0
741,Banashankari Stage III,2,1200.0,2.0,0.0,42.0
742,Banashankari Stage III,3,1305.0,2.0,1.0,59.0
743,Banashankari Stage III,3,1480.0,3.0,1.0,75.48
744,Banashankari Stage III,3,1305.0,2.0,1.0,59.0
745,Banashankari Stage III,2,1304.0,2.0,0.0,111.0
746,Banashankari Stage III,6,3000.0,6.0,2.0,150.0
747,Banashankari Stage III,2,1085.0,2.0,1.0,50.0
748,Banashankari Stage III,3,1500.0,2.0,2.0,100.0
749,Banashankari Stage III,4,2100.0,3.0,1.0,147.0
750,Banashankari Stage III,3,1420.0,2.0,2.0,95.0
751,Banashankari Stage V,3,1300.0,2.0,1.0,58.5
752,Banashankari Stage V,3,1305.0,2.0,2.0,49.0
753,Banashankari Stage V,2,1035.0,2.0,2.0,35.77
754,Banashankari Stage V,3,1355.0,2.0,1.0,61.0
755,Banashankari Stage V,3,1510.0,3.0,3.0,47.57
756,Banashankari Stage V,3,1650.0,3.0,2.0,51.98
757,Banashankari Stage V,3,1630.0,3.0,2.0,51.35
758,Banashankari Stage V,3,1510.0,3.0,3.0,47.57
759,Banashankari Stage V,3,1315.0,2.0,2.0,49.0
760,Banashankari Stage V,3,1540.0,3.0,2.0,48.51
761,Banashankari Stage V,2,920.0,2.0,1.0,41.5
762,Banashankari Stage VI,2,1177.5,2.0,0.0,59.935
763,Banashankari Stage VI,4,4800.0,4.0,3.0,190.0
764,Banashankari Stage VI,2,1160.0,2.0,1.0,59.0
765,Banashankari Stage VI,2,1180.0,2.0,1.0,59.47
766,Banashankari Stage VI,3,1423.0,2.0,1.0,71.73
767,Banashankari Stage VI,3,1392.0,3.0,1.0,69.46
768,Banashankari Stage VI,3,1410.5,2.0,0.0,70.385
769,Banashankari Stage VI,4,4800.0,3.0,2.0,200.0
770,Banaswadi,2,1184.0,2.0,3.0,53.0
771,Banaswadi,2,1145.0,2.0,2.0,55.0
772,Banaswadi,2,1250.0,2.0,0.0,60.0
773,Banaswadi,2,1365.0,2.0,2.0,73.0
774,Banaswadi,5,1903.0,6.0,2.0,140.0
775,Banaswadi,2,1222.0,2.0,2.0,80.0
776,Banaswadi,2,870.0,2.0,2.0,38.0
777,Banaswadi,2,1200.0,2.0,3.0,60.0
779,Banaswadi,2,1340.0,2.0,2.0,73.0
780,Banaswadi,2,1008.0,2.0,2.0,52.0
781,Banaswadi,2,1105.0,2.0,2.0,57.0
782,Banjara Layout,2,1200.0,2.0,2.0,70.0
783,Banjara Layout,2,1050.0,2.0,1.0,64.8
784,Banjara Layout,3,2500.0,4.0,0.0,140.0
785,Bannerghatta,4,3012.0,6.0,2.0,250.0
786,Bannerghatta,3,1665.0,3.0,3.0,110.0
787,Bannerghatta,3,2370.0,4.0,2.0,195.0
788,Bannerghatta,2,1100.0,2.0,1.0,66.0
789,Bannerghatta,4,2895.5,2.0,2.0,246.0
790,Bannerghatta,2,1113.0,2.0,1.0,70.0
791,Bannerghatta,2,1200.0,2.0,2.0,73.2
792,Bannerghatta,2,1070.0,2.0,1.0,87.0
793,Bannerghatta,3,1776.0,3.0,2.0,124.0
794,Bannerghatta,3,1776.0,3.0,2.0,150.0
795,Bannerghatta Road,1,500.0,1.0,1.0,18.5
796,Bannerghatta Road,2,1050.0,2.0,1.0,65.0
797,Bannerghatta Road,3,1170.0,2.0,1.0,66.0
798,Bannerghatta Road,1,595.0,1.0,1.0,33.32
799,Bannerghatta Road,3,1445.0,3.0,2.0,95.0
800,Bannerghatta Road,3,1640.0,2.0,1.0,120.0
801,Bannerghatta Road,3,1460.0,2.0,1.0,90.0
803,Bannerghatta Road,2,1179.0,2.0,1.0,66.02
804,Bannerghatta Road,2,1122.5,2.0,0.0,58.935
805,Bannerghatta Road,2,793.0,2.0,1.0,45.0
807,Bannerghatta Road,2,1400.0,2.0,2.0,78.0
809,Bannerghatta Road,2,1215.0,2.0,0.0,50.0
810,Bannerghatta Road,3,1654.0,3.0,2.0,100.0
811,Bannerghatta Road,2,1181.0,2.0,0.0,55.0
813,Bannerghatta Road,2,1200.0,2.0,2.0,75.0
815,Bannerghatta Road,1,595.0,1.0,1.0,31.83
816,Bannerghatta Road,2,1105.0,2.0,1.0,51.0
817,Bannerghatta Road,2,1255.0,2.0,2.0,65.26
819,Bannerghatta Road,3,1550.0,3.0,2.0,82.0
821,Bannerghatta Road,3,1650.0,3.0,2.0,122.0
822,Bannerghatta Road,2,912.0,2.0,1.0,55.0
823,Bannerghatta Road,2,1218.0,2.0,1.0,73.0
825,Bannerghatta Road,2,1115.0,2.0,1.0,65.12
827,Bannerghatta Road,3,1893.0,3.0,2.0,100.0
828,Bannerghatta Road,3,1600.0,3.0,2.0,95.0
829,Bannerghatta Road,2,1275.0,2.0,2.0,65.0
830,Bannerghatta Road,2,892.0,2.0,1.0,39.0
832,Bannerghatta Road,2,1260.0,2.0,2.0,70.0
834,Bannerghatta Road,2,1157.0,2.0,0.0,40.0
835,Bannerghatta Road,2,1150.0,2.0,2.0,65.0
837,Bannerghatta Road,2,1100.0,2.0,0.0,39.0
839,Bannerghatta Road,3,1725.0,3.0,2.0,110.0
841,Bannerghatta Road,2,950.0,2.0,0.0,38.0
842,Bannerghatta Road,2,1220.0,2.0,1.0,80.0
843,Bannerghatta Road,2,1130.0,2.0,2.0,78.0
845,Bannerghatta Road,3,1486.0,3.0,1.0,83.22
847,Bannerghatta Road,2,1015.0,2.0,0.0,48.0
848,Bannerghatta Road,2,1115.0,2.0,1.0,61.0
849,Bannerghatta Road,2,1136.0,2.0,1.0,48.0
850,Bannerghatta Road,4,2700.0,4.0,3.0,260.0
851,Bannerghatta Road,3,1200.0,2.0,2.0,69.0
852,Bannerghatta Road,3,1465.0,2.0,1.0,76.0
853,Bannerghatta Road,2,1302.5,2.0,0.0,67.73
854,Bannerghatta Road,2,1200.0,2.0,2.0,65.0
855,Bannerghatta Road,2,1240.0,2.0,1.0,65.0
856,Bannerghatta Road,3,1476.0,3.0,1.0,125.0
858,Bannerghatta Road,3,1532.5,3.0,0.0,84.29
860,Bannerghatta Road,2,1268.0,2.0,1.0,69.0
861,Bannerghatta Road,3,1450.0,2.0,2.0,87.0
862,Bannerghatta Road,4,2932.0,5.0,2.0,195.0
865,Bannerghatta Road,2,960.0,2.0,3.0,58.0
866,Bannerghatta Road,3,1750.0,3.0,2.0,130.0
867,Bannerghatta Road,2,1275.0,2.0,1.0,73.0
869,Bannerghatta Road,2,1240.0,2.0,1.0,71.0
871,Bannerghatta Road,2,1215.0,2.0,1.0,68.0
872,Bannerghatta Road,2,1215.0,2.0,1.0,68.0
873,Bannerghatta Road,3,1894.0,3.0,1.0,115.0
875,Bannerghatta Road,3,1693.0,3.0,2.0,89.0
876,Bannerghatta Road,2,1280.0,2.0,2.0,60.16
878,Bannerghatta Road,1,630.0,1.0,2.0,35.0
879,Bannerghatta Road,2,1215.0,2.0,1.0,68.0
880,Bannerghatta Road,3,1365.0,3.0,1.0,76.18
881,Bannerghatta Road,2,1115.0,2.0,2.0,78.0
882,Bannerghatta Road,3,1532.5,3.0,0.0,79.465
884,Bannerghatta Road,3,1655.0,3.0,3.0,90.0
885,Bannerghatta Road,2,1247.0,2.0,1.0,47.39
886,Bannerghatta Road,2,1237.5,2.0,0.0,49.49
887,Bannerghatta Road,3,1650.0,3.0,1.0,94.0
888,Bannerghatta Road,2,905.0,2.0,1.0,65.0
889,Bannerghatta Road,2,1000.0,2.0,1.0,50.0
890,Bannerghatta Road,4,2185.0,3.0,3.0,120.0
891,Bannerghatta Road,2,1012.0,2.0,1.0,45.0
893,Bannerghatta Road,3,1460.0,2.0,2.0,80.0
894,Bannerghatta Road,2,1340.0,2.0,3.0,85.0
895,Bannerghatta Road,3,1711.0,3.0,2.0,125.0
896,Bannerghatta Road,3,1520.0,2.0,3.0,81.0
897,Bannerghatta Road,3,2826.0,3.0,1.0,148.0
898,Bannerghatta Road,2,1115.0,2.0,1.0,61.0
899,Bannerghatta Road,2,1154.0,2.0,2.0,47.0
900,Bannerghatta Road,2,1000.0,2.0,1.0,44.5
901,Bannerghatta Road,2,1250.0,2.0,0.0,48.0
902,Bannerghatta Road,3,1640.0,3.0,2.0,105.0
904,Bannerghatta Road,2,1012.0,2.0,1.0,44.0
905,Bannerghatta Road,3,1527.0,3.0,2.0,115.0
908,Bannerghatta Road,3,1550.0,3.0,2.0,96.0
909,Bannerghatta Road,2,1200.0,2.0,2.0,78.0
910,Bannerghatta Road,3,1885.0,3.0,1.0,125.0
912,Bannerghatta Road,3,1450.0,2.0,2.0,78.0
913,Bannerghatta Road,1,700.0,1.0,1.0,31.2
916,Bannerghatta Road,2,905.0,2.0,1.0,58.0
918,Bannerghatta Road,3,1920.0,3.0,3.0,122.0
919,Bannerghatta Road,4,2400.0,4.0,1.0,180.0
921,Bannerghatta Road,2,1270.0,2.0,2.0,45.0
922,Bannerghatta Road,3,1520.0,2.0,3.0,80.0
923,Bannerghatta Road,3,1270.0,2.0,1.0,73.0
924,Bannerghatta Road,3,1846.0,3.0,2.0,120.0
926,Bannerghatta Road,2,1122.5,2.0,0.0,61.74
927,Bannerghatta Road,3,1655.0,3.0,3.0,95.0
928,Bannerghatta Road,2,1206.0,2.0,3.0,53.0
929,Bannerghatta Road,2,1150.0,2.0,2.0,55.0
930,Bannerghatta Road,2,1215.0,2.0,1.0,65.0
931,Bannerghatta Road,3,1510.0,2.0,3.0,110.0
932,Bannerghatta Road,2,1022.0,2.0,1.0,35.0
933,Bannerghatta Road,2,1246.0,2.0,2.0,47.35
934,Bannerghatta Road,3,1470.0,2.0,1.0,85.0
935,Bannerghatta Road,2,1160.0,2.0,2.0,45.0
936,Bannerghatta Road,2,970.0,2.0,1.0,57.0
937,Bannerghatta Road,3,1527.0,3.0,1.0,142.0
938,Basapura,2,1100.0,2.0,1.0,60.0
939,Basapura,2,1045.0,2.0,2.0,42.0
940,Basapura,2,1100.0,2.0,1.0,60.0
941,Basapura,2,1301.0,2.0,2.0,55.0
942,Basapura,3,1540.0,2.0,2.0,70.0
943,Basapura,3,1440.0,3.0,2.0,72.0
944,Basapura,3,1294.0,2.0,2.0,52.0
945,Basapura,2,1100.0,2.0,1.0,60.0
948,Basavangudi,2,1036.0,2.0,2.0,105.0
949,Basavangudi,4,2600.0,4.0,3.0,260.0
950,Basavangudi,3,1600.0,2.0,2.0,160.0
951,Basavangudi,2,1560.0,2.0,2.0,145.0
953,Basavangudi,3,1800.0,3.0,2.0,195.0
954,Basavangudi,2,1100.0,2.0,3.0,93.0
956,Basavangudi,2,1050.0,2.0,1.0,103.0
959,Basavangudi,2,1180.0,2.0,3.0,124.0
961,Basavangudi,2,1200.0,2.0,3.0,120.0
963,Basavangudi,4,2453.0,3.0,2.0,250.0
964,Basaveshwara Nagar,5,4500.0,5.0,1.0,415.0
965,Basaveshwara Nagar,3,1865.0,3.0,3.0,145.0
966,Basaveshwara Nagar,2,1200.0,2.0,0.0,90.0
967,Basaveshwara Nagar,5,2400.0,4.0,1.0,310.0
968,Basaveshwara Nagar,2,1200.0,2.0,2.0,80.0
969,Basaveshwara Nagar,2,900.0,2.0,1.0,60.0
970,Basaveshwara Nagar,3,1900.0,3.0,3.0,150.0
971,Basaveshwara Nagar,2,1200.0,2.0,2.0,85.0
972,Basaveshwara Nagar,2,1200.0,2.0,1.0,70.0
973,Battarahalli,2,1200.0,2.0,1.0,65.0
974,Battarahalli,3,1779.0,3.0,2.0,89.61
975,Battarahalli,2,1300.0,2.0,1.0,50.0
976,Battarahalli,3,1945.0,3.0,2.0,97.42
977,Battarahalli,3,1777.0,3.0,2.0,100.0
978,Battarahalli,2,1135.0,2.0,3.0,43.0
979,Battarahalli,2,1276.0,2.0,2.0,45.0
980,Battarahalli,3,1880.0,3.0,2.0,94.36
981,Battarahalli,2,1071.0,2.0,1.0,62.0
982,Battarahalli,2,1165.0,2.0,1.0,43.0
983,Battarahalli,2,1636.0,2.0,2.0,82.89
984,Battarahalli,3,1779.0,3.0,2.0,90.0
986,Battarahalli,2,1090.0,2.0,2.0,38.37
987,Battarahalli,3,2082.0,3.0,2.0,104.0
988,Battarahalli,3,2024.0,3.0,2.0,103.0
989,Battarahalli,2,1097.0,2.0,1.0,49.0
991,Begur,3,1419.0,2.0,2.0,59.0
992,Begur,3,1580.0,3.0,2.0,75.0
993,Begur,3,1559.0,3.0,2.0,63.0
994,Begur,3,1445.0,2.0,2.0,47.1
995,Begur,3,1475.0,2.0,2.0,74.0
996,Begur,3,3500.0,4.0,2.0,185.0
997,Begur,2,1100.0,2.0,2.0,55.0
998,Begur,2,1306.0,2.0,3.0,65.0
999,Begur,3,1304.0,3.0,0.0,65.0
1000,Begur,3,1411.0,2.0,2.0,60.0
1001,Begur,2,815.0,2.0,1.0,40.0
1002,Begur,3,1443.0,2.0,2.0,70.0
1003,Begur Road,2,1200.0,2.0,2.0,44.0
1004,Begur Road,2,1200.0,2.0,2.0,46.8
1005,Begur Road,2,1160.0,2.0,2.0,44.0
1006,Begur Road,3,1584.0,3.0,2.0,65.0
1008,Begur Road,3,1615.0,3.0,2.0,59.76
1009,Begur Road,2,1200.0,2.0,2.0,43.2
1010,Begur Road,2,1160.0,2.0,2.0,44.08
1011,Begur Road,2,1200.0,2.0,2.0,45.0
1012,Begur Road,3,1615.0,3.0,2.0,60.0
1013,Begur Road,3,1410.0,2.0,3.0,53.0
1014,Begur Road,2,1200.0,2.0,2.0,37.8
1015,Begur Road,2,1160.0,2.0,2.0,40.59
1016,Begur Road,2,1260.0,2.0,2.0,46.62
1017,Begur Road,3,1600.0,3.0,2.0,58.14
1019,Begur Road,3,1500.0,2.0,3.0,70.0
1020,Begur Road,2,1160.0,2.0,2.0,42.0
1021,Begur Road,2,1240.0,2.0,2.0,39.06
1022,Begur Road,2,1200.0,2.0,2.0,45.0
1023,Begur Road,3,1500.0,2.0,3.0,55.0
1024,Begur Road,3,1410.0,2.0,3.0,52.17
1026,Begur Road,3,1583.0,3.0,1.0,74.4
1027,Begur Road,2,1170.0,2.0,2.0,46.0
1028,Begur Road,2,1160.0,2.0,2.0,42.92
1029,Begur Road,3,1410.0,2.0,3.0,52.17
1031,Begur Road,3,1565.0,2.0,2.0,59.76
1032,Begur Road,2,1160.0,2.0,2.0,42.0
1034,Begur Road,3,1410.0,2.0,3.0,53.58
1035,Begur Road,2,1200.0,2.0,2.0,45.0
1036,Begur Road,2,1200.0,2.0,2.0,42.6
1037,Begur Road,2,1160.0,2.0,2.0,42.0
1038,Begur Road,2,1334.0,2.0,3.0,42.69
1039,Begur Road,3,1565.0,2.0,2.0,57.91
1040,Begur Road,2,1200.0,2.0,2.0,45.6
1041,Begur Road,2,1215.0,2.0,2.0,43.13
1042,Begur Road,2,1160.0,2.0,2.0,36.54
1044,Begur Road,2,1200.0,2.0,2.0,44.4
1046,Begur Road,2,1260.0,2.0,1.0,39.69
1047,Begur Road,4,2464.5,6.0,0.0,118.0
1048,Begur Road,2,1160.0,2.0,2.0,44.0
1050,Begur Road,2,952.0,2.0,1.0,42.0
1053,Begur Road,2,1200.0,2.0,2.0,42.0
1054,Begur Road,2,1240.0,2.0,2.0,45.88
1055,Begur Road,3,1200.0,3.0,0.0,50.0
1057,Begur Road,2,1200.0,2.0,2.0,44.0
1059,Begur Road,2,1100.0,2.0,2.0,42.6
1060,Begur Road,3,1565.0,2.0,2.0,57.91
1061,Begur Road,2,1200.0,2.0,2.0,44.4
1062,Begur Road,2,1160.0,2.0,2.0,36.54
1063,Begur Road,2,1215.0,2.0,1.0,43.75
1064,Begur Road,2,1200.0,2.0,2.0,44.73
1065,Begur Road,2,1160.0,2.0,2.0,42.0
1066,Begur Road,3,1410.0,2.0,3.0,54.99
1067,Bellandur,3,1767.0,3.0,1.0,103.0
1068,Bellandur,2,1205.0,2.0,3.0,66.0
1069,Bellandur,2,1250.0,2.0,1.0,76.0
1070,Bellandur,2,1000.0,2.0,2.0,50.0
1071,Bellandur,2,1281.0,2.0,1.0,74.0
1072,Bellandur,2,921.0,2.0,2.0,40.0
1074,Bellandur,3,1490.0,2.0,2.0,98.0
1078,Bellandur,2,1220.0,2.0,2.0,60.0
1079,Bellandur,2,1299.0,2.0,2.0,82.0
1080,Bellandur,2,900.0,2.0,2.0,56.0
1081,Bellandur,2,1350.0,2.0,1.0,79.0
1082,Bellandur,2,1286.0,2.0,2.0,57.0
1083,Bellandur,2,1457.0,2.0,2.0,85.0
1084,Bellandur,2,1195.0,2.0,2.0,51.0
1085,Bellandur,2,1050.0,2.0,2.0,72.0
1086,Bellandur,2,1310.0,2.0,2.0,72.0
1087,Bellandur,3,1785.0,3.0,3.0,118.0
1088,Bellandur,2,1051.0,2.0,2.0,60.0
1090,Bellandur,2,1060.0,2.0,1.0,65.0
1091,Bellandur,2,1100.0,2.0,3.0,62.0
1092,Bellandur,3,1685.0,3.0,3.0,100.0
1093,Bellandur,2,982.0,2.0,2.0,55.0
